1602182834
Date,Generic (AI_1),FlowMeter Rate (AI_2),FlowMeter Total (AI_2)
,PH,Flow,Flow
,pH,gal/min,gal
01/21/2024 12:34:17,     8.93,        12.49,  14990669.00,
01/21/2024 12:39:17,     8.78,         5.76,  14990669.00,
01/21/2024 12:44:17,     8.80,         8.65,  14990669.00,
01/21/2024 12:49:17,     8.76,         9.61,  14990669.00,
01/21/2024 12:54:17,     8.86,        12.49,  14990669.00,
01/21/2024 12:59:17,     8.70,        21.14,  14990669.00,
01/21/2024 13:04:17,     8.89,         8.65,  14990669.00,
01/21/2024 13:09:17,     8.82,         9.61,  14990669.00,
01/21/2024 13:14:17,     8.93,         7.69,  14990669.00,
01/21/2024 13:19:17,     8.76,         8.65,  14990669.00,
01/21/2024 13:24:17,     8.74,        31.70,  14990669.00,
01/21/2024 13:29:17,     8.80,        10.57,  14990669.00,
01/21/2024 13:34:17,     8.76,        19.21,  14990669.00,
01/21/2024 13:39:17,     8.78,         5.76,  14990669.00,
01/21/2024 13:44:17,     8.84,         9.61,  14990669.00,
01/21/2024 13:49:17,     8.89,         5.76,  14990669.00,
01/21/2024 13:54:17,     8.82,        14.41,  14990669.00,
01/21/2024 13:59:17,     8.78,         8.65,  14990669.00,
01/21/2024 14:04:17,     8.72,         3.84,  14990669.00,
01/21/2024 14:09:17,     8.84,        14.41,  14990669.00,
01/21/2024 14:14:17,     8.76,        14.41,  14990669.00,
01/21/2024 14:19:17,     8.72,        10.57,  14990669.00,
01/21/2024 14:24:17,     8.74,         7.69,  14990669.00,
01/21/2024 14:29:17,     8.91,        11.53,  14990669.00,
01/21/2024 14:34:17,     8.70,         6.72,  14990669.00,
01/21/2024 14:39:17,     8.82,        10.57,  14990669.00,
01/21/2024 14:44:17,     8.86,         2.88,  14990669.00,
01/21/2024 14:49:17,     8.66,         4.80,  14990669.00,
01/21/2024 14:54:17,     8.82,        23.06,  14990669.00,
01/21/2024 14:59:17,     8.72,         9.61,  14990669.00,
01/21/2024 15:04:17,     8.76,         6.72,  14990669.00,
01/21/2024 15:09:17,     8.74,        16.33,  14990669.00,
01/21/2024 15:14:17,     8.76,        10.57,  14990669.00,
01/21/2024 15:19:17,     8.84,        11.53,  14990669.00,
01/21/2024 15:24:17,     8.89,         1.92,  14990669.00,
01/21/2024 15:29:17,     8.64,         2.88,  14990669.00,
01/21/2024 15:34:17,     8.82,         5.76,  14990669.00,
01/21/2024 15:39:17,     8.80,        17.29,  14990669.00,
01/21/2024 15:44:17,     8.82,         9.61,  14990669.00,
01/21/2024 15:49:17,     8.93,        10.57,  14990669.00,
01/21/2024 15:54:17,     8.99,        18.25,  14990669.00,
01/21/2024 15:59:17,     8.89,        25.94,  14990669.00,
01/21/2024 16:04:17,     8.76,         6.72,  14990669.00,
01/21/2024 16:09:17,     8.84,         6.72,  14990669.00,
01/21/2024 16:14:17,     8.84,         2.88,  14990669.00,
01/21/2024 16:19:17,     8.76,         3.84,  14990669.00,
01/21/2024 16:24:17,     8.89,         3.84,  14990669.00,
01/21/2024 16:29:17,     8.84,        10.57,  14990669.00,
01/21/2024 16:34:17,     8.86,        10.57,  14990669.00,
01/21/2024 16:39:17,     8.78,         4.80,  14990669.00,
01/21/2024 16:44:17,     8.84,         8.65,  14990669.00,
01/21/2024 16:49:17,     8.66,        10.57,  14990669.00,
01/21/2024 16:54:17,     8.74,         5.76,  14990669.00,
01/21/2024 16:59:17,     8.76,         7.69,  14990669.00,
01/21/2024 17:04:17,     8.74,        12.49,  14990669.00,
01/21/2024 17:09:17,     8.60,         9.61,  14990669.00,
01/21/2024 17:14:17,     8.25,         3.84,  14990669.00,
01/21/2024 17:19:17,     8.76,        14.41,  14990679.00,
01/21/2024 17:24:17,     8.80,        13.45,  14990679.00,
01/21/2024 17:29:17,     8.86,         4.80,  14990679.00,
01/21/2024 17:34:17,     8.91,         6.72,  14990679.00,
01/21/2024 17:39:17,     8.78,        21.14,  14990679.00,
01/21/2024 17:44:17,     8.82,        13.45,  14990679.00,
01/21/2024 17:49:17,     8.91,        13.45,  14990679.00,
01/21/2024 17:54:17,     8.80,        13.45,  14990679.00,
01/21/2024 17:59:17,     8.64,         6.72,  14990679.00,
01/21/2024 18:04:17,     8.76,         7.69,  14990679.00,
01/21/2024 18:09:17,     8.89,         5.76,  14990679.00,
01/21/2024 18:14:17,     8.91,         8.65,  14990679.00,
01/21/2024 18:19:17,     8.89,         5.76,  14990679.00,
01/21/2024 18:24:17,     8.76,         3.84,  14990679.00,
01/21/2024 18:29:17,     8.82,         7.69,  14990679.00,
01/21/2024 18:34:17,     8.78,        11.53,  14990679.00,
01/21/2024 18:39:17,     8.89,         4.80,  14990679.00,
01/21/2024 18:44:17,     8.80,         2.88,  14990679.00,
01/21/2024 18:49:17,     8.82,         2.88,  14990679.00,
01/21/2024 18:54:17,     8.64,        11.53,  14990679.00,
01/21/2024 18:59:17,     8.64,        14.41,  14990679.00,
01/21/2024 19:04:17,     8.78,         7.69,  14990679.00,
01/21/2024 19:09:17,     8.60,         6.72,  14990679.00,
01/21/2024 19:14:17,     8.76,         4.80,  14990679.00,
01/21/2024 19:19:17,     8.74,         5.76,  14990679.00,
01/21/2024 19:24:17,     8.68,        12.49,  14990679.00,
01/21/2024 19:29:17,     8.78,         5.76,  14990679.00,
01/21/2024 19:34:17,     8.68,         3.84,  14990679.00,
01/21/2024 19:39:17,     8.68,         5.76,  14990679.00,
01/21/2024 19:44:17,     8.74,         2.88,  14990679.00,
01/21/2024 19:49:17,     8.64,         2.88,  14990679.00,
01/21/2024 19:54:17,     8.72,         2.88,  14990679.00,
01/21/2024 19:59:17,     8.68,         6.72,  14990679.00,
01/21/2024 20:04:17,     8.74,         4.80,  14990679.00,
01/21/2024 20:09:17,     8.72,         4.80,  14990679.00,
01/21/2024 20:14:17,     8.82,        12.49,  14990679.00,
01/21/2024 20:19:17,     8.72,        11.53,  14990679.00,
01/21/2024 20:24:17,     8.86,        20.17,  14990679.00,
01/21/2024 20:29:17,     9.03,         7.69,  14990679.00,
01/21/2024 20:34:17,     8.82,        17.29,  14990679.00,
01/21/2024 20:39:17,     8.95,        32.66,  14990679.00,
01/21/2024 20:44:17,     8.82,         9.61,  14990685.00,
01/21/2024 20:49:17,     8.80,        21.14,  14990685.00,
01/21/2024 20:54:17,     8.84,        15.37,  14990685.00,
01/21/2024 20:59:17,     8.80,        32.66,  14990685.00,
01/21/2024 21:04:17,     8.86,        13.45,  14990685.00,
01/21/2024 21:09:17,     8.89,         9.61,  14990685.00,
01/21/2024 21:14:17,     8.89,         9.61,  14990685.00,
01/21/2024 21:19:17,     8.78,         9.61,  14990685.00,
01/21/2024 21:24:17,     8.99,         3.84,  14990685.00,
01/21/2024 21:29:17,     8.66,         3.84,  14990685.00,
01/21/2024 21:34:17,     8.89,        16.33,  14990685.00,
01/21/2024 21:39:17,     8.86,         2.88,  14990685.00,
01/21/2024 21:44:17,     8.80,         8.65,  14990685.00,
01/21/2024 21:49:17,     8.70,         2.88,  14990685.00,
01/21/2024 21:54:17,     8.74,         3.84,  14990685.00,
01/21/2024 21:59:17,     8.76,        10.57,  14990685.00,
01/21/2024 22:04:17,     8.78,         7.69,  14990685.00,
01/21/2024 22:09:17,     8.74,         7.69,  14990685.00,
01/21/2024 22:14:17,     8.76,         8.65,  14990685.00,
01/21/2024 22:19:17,     8.62,        10.57,  14990685.00,
01/21/2024 22:24:17,     8.99,        22.10,  14990685.00,
01/21/2024 22:29:17,     8.80,         5.76,  14990685.00,
01/21/2024 22:34:17,     8.68,         7.69,  14990685.00,
01/21/2024 22:39:17,     8.84,        16.33,  14990685.00,
01/21/2024 22:44:17,     8.84,        22.10,  14990685.00,
01/21/2024 22:49:17,     8.80,         9.61,  14990685.00,
01/21/2024 22:54:17,     9.01,        19.21,  14990685.00,
01/21/2024 22:59:17,     8.89,        16.33,  14990685.00,
01/21/2024 23:04:17,     8.76,         5.76,  14990685.00,
01/21/2024 23:09:17,     8.78,         8.65,  14990685.00,
01/21/2024 23:14:17,     8.82,         5.76,  14990685.00,
01/21/2024 23:19:17,     8.93,         8.65,  14990685.00,
01/21/2024 23:24:17,     8.84,         3.84,  14990685.00,
01/21/2024 23:29:17,     8.80,         7.69,  14990685.00,
01/21/2024 23:34:17,     8.70,         1.92,  14990685.00,
01/21/2024 23:39:17,     8.80,        10.57,  14990685.00,
01/21/2024 23:44:17,     8.64,        12.49,  14990685.00,
01/21/2024 23:49:17,     8.48,        13.45,  14990685.00,
01/21/2024 23:54:17,     8.76,        16.33,  14990685.00,
01/21/2024 23:59:17,     8.70,         6.72,  14990685.00,
01/22/2024 00:04:17,     8.68,        13.45,  14990685.00,
01/22/2024 00:09:17,     8.74,         9.61,  14990685.00,
01/22/2024 00:14:17,     8.76,         4.80,  14990685.00,
01/22/2024 00:19:17,     8.70,         5.76,  14990685.00,
01/22/2024 00:24:17,     8.78,         4.80,  14990685.00,
01/22/2024 00:29:17,     8.66,         9.61,  14990685.00,
01/22/2024 00:34:17,     8.74,         2.88,  14990685.00,
01/22/2024 00:39:17,     8.80,         9.61,  14990685.00,
01/22/2024 00:44:17,     8.52,         4.80,  14990685.00,
01/22/2024 00:49:17,     8.70,         4.80,  14990685.00,
01/22/2024 00:54:17,     8.66,         7.69,  14990685.00,
01/22/2024 00:59:17,     8.68,        17.29,  14990685.00,
01/22/2024 01:04:17,     8.74,        17.29,  14990685.00,
01/22/2024 01:09:17,     8.76,        18.25,  14990685.00,
01/22/2024 01:14:17,     8.76,         3.84,  14990685.00,
01/22/2024 01:19:17,     8.70,        12.49,  14990685.00,
01/22/2024 01:24:17,     8.62,         6.72,  14990685.00,
01/22/2024 01:29:17,     8.74,         4.80,  14990685.00,
01/22/2024 01:34:17,     8.64,         1.92,  14990685.00,
01/22/2024 01:39:17,     8.66,         2.88,  14990685.00,
01/22/2024 01:44:17,     8.72,         9.61,  14990685.00,
01/22/2024 01:49:17,     8.80,         8.65,  14990685.00,
01/22/2024 01:54:17,     8.78,         4.80,  14990685.00,
01/22/2024 01:59:17,     8.62,         2.88,  14990685.00,
01/22/2024 02:04:17,     8.82,         7.69,  14990685.00,
01/22/2024 02:09:17,     8.72,         4.80,  14990685.00,
01/22/2024 02:14:17,     8.70,         1.92,  14990685.00,
01/22/2024 02:19:17,     8.80,         5.76,  14990685.00,
01/22/2024 02:24:17,     8.76,         5.76,  14990685.00,
01/22/2024 02:29:17,     8.64,        17.29,  14990685.00,
01/22/2024 02:34:17,     8.66,        13.45,  14990685.00,
01/22/2024 02:39:17,     8.70,         1.92,  14990685.00,
01/22/2024 02:44:17,     8.74,         2.88,  14990685.00,
01/22/2024 02:49:17,     8.64,         8.65,  14990685.00,
01/22/2024 02:54:17,     8.74,         6.72,  14990685.00,
01/22/2024 02:59:17,     8.60,        18.25,  14990685.00,
01/22/2024 03:04:17,     8.58,         5.76,  14990685.00,
01/22/2024 03:09:17,     8.70,         0.96,  14990685.00,
01/22/2024 03:14:17,     8.70,         3.84,  14990685.00,
01/22/2024 03:19:17,     8.56,         9.61,  14990685.00,
01/22/2024 03:24:17,     8.89,         9.61,  14990685.00,
01/22/2024 03:29:17,     8.89,         5.76,  14990685.00,
01/22/2024 03:34:17,     8.62,         6.72,  14990685.00,
01/22/2024 03:39:17,     8.99,        15.37,  14990685.00,
01/22/2024 03:44:17,     8.86,        20.17,  14990685.00,
01/22/2024 03:49:17,     9.11,         5.76,  14990685.00,
01/22/2024 03:54:17,     8.93,        10.57,  14990685.00,
01/22/2024 03:59:17,     8.66,         6.72,  14990685.00,
01/22/2024 04:04:17,     8.89,        23.06,  14990685.00,
01/22/2024 04:09:17,     8.91,        13.45,  14990685.00,
01/22/2024 04:14:17,     8.80,        12.49,  14990685.00,
01/22/2024 04:19:17,     8.66,         5.76,  14990685.00,
01/22/2024 04:24:17,     8.74,         9.61,  14990685.00,
01/22/2024 04:29:17,     8.86,         7.69,  14990685.00,
01/22/2024 04:34:17,     8.68,        20.17,  14990685.00,
01/22/2024 04:39:17,     8.82,        17.29,  14990685.00,
01/22/2024 04:44:17,     8.91,         7.69,  14990685.00,
01/22/2024 04:49:17,     8.86,        16.33,  14990685.00,
01/22/2024 04:54:17,     8.95,        19.21,  14990685.00,
01/22/2024 04:59:17,     8.74,         4.80,  14990685.00,
01/22/2024 05:04:17,     8.86,        24.02,  14990685.00,
01/22/2024 05:09:17,     8.86,         6.72,  14990685.00,
01/22/2024 05:14:17,     8.86,         7.69,  14990685.00,
01/22/2024 05:19:17,     8.86,         5.76,  14990685.00,
01/22/2024 05:24:17,     8.76,         5.76,  14990685.00,
01/22/2024 05:29:17,     8.74,         9.61,  14990685.00,
01/22/2024 05:34:17,     8.80,        17.29,  14990685.00,
01/22/2024 05:39:17,     8.89,         5.76,  14990685.00,
01/22/2024 05:44:17,     8.74,         6.72,  14990685.00,
01/22/2024 05:49:17,     8.89,         5.76,  14990685.00,
01/22/2024 05:54:17,     8.89,         6.72,  14990685.00,
01/22/2024 05:59:17,     8.78,        12.49,  14990685.00,
01/22/2024 06:04:17,     8.46,         8.65,  14990685.00,
01/22/2024 06:09:17,     8.80,         2.88,  14990685.00,
01/22/2024 06:14:17,     8.66,         1.92,  14990685.00,
01/22/2024 06:19:17,     8.68,        11.53,  14990685.00,
01/22/2024 06:24:17,     8.70,         2.88,  14990685.00,
01/22/2024 06:29:17,     8.72,         5.76,  14990685.00,
01/22/2024 06:34:17,     8.82,        12.49,  14990685.00,
01/22/2024 06:39:17,     8.66,        17.29,  14990685.00,
01/22/2024 06:44:17,     8.97,        14.41,  14990685.00,
01/22/2024 06:49:18,     8.68,         2.88,  14990685.00,
01/22/2024 06:54:18,     8.74,        15.37,  14990685.00,
01/22/2024 06:59:18,     8.84,        11.53,  14990685.00,
